,2023-11-12,2023-11-11,2023-11-10,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25,2023-10-26,2023-10-27,2023-10-28,2023-10-29,2023-10-30,2023-10-31,2023-11-06,2023-11-08,2023-11-09,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-07
JOD,,,,0.751979,0.751979,0.75112,0.756774,0.751501,0.749518,0.749319,0.750345,0.750345,0.749281,0.752897,0.750347,,,,,,,,,
JPY,,,,158.870896,158.870896,158.721841,159.801955,158.775043,158.609215,158.850387,158.312551,158.312551,158.163092,158.280378,160.055519,,,,,,,,,
KES,,,,159.024951,156.327806,158.631031,160.040462,159.139208,158.82737,158.799639,159.212049,156.086814,155.866558,159.857464,159.31965,,,,,,,,,
KGS,,,,94.694243,94.694243,94.586061,95.299132,94.6341,94.384365,94.359337,94.488519,94.488519,94.355144,94.809228,94.487662,,,,,,,,,
KHR,,,,4383.777913,4372.819749,4367.843759,4411.796024,4383.135201,4372.612832,4371.457886,4381.659116,4366.631115,4360.469296,4394.435995,4379.56134,,,,,,,,,
KMF,,,,492.556152,492.556152,491.945063,495.696589,492.761075,492.26234,492.13248,492.830864,492.830864,492.135414,492.569899,490.902501,,,,,,,,,
KPW,,,,954.136372,954.151134,953.061711,960.245689,953.568567,951.030905,950.783399,952.042079,952.020053,950.68014,955.312129,952.029878,,,,,,,,,
KRW,,,,1431.571465,1431.571465,1429.95277,1425.900687,1424.100934,1429.785124,1427.579395,1434.692154,1434.692154,1432.66711,1431.981147,1429.345216,,,,,,,,,
KWD,,,,0.327792,0.327792,0.327419,0.330015,0.327501,0.326762,0.326697,0.32708,0.32708,0.326618,0.328033,0.327088,,,,,,,,,
KYD,,,,0.883324,0.881862,0.880858,0.888769,0.883038,0.880573,0.880461,0.882382,0.879626,0.878384,0.883876,0.881385,,,,,,,,,
KZT,,,,508.299042,507.453035,506.875586,509.525812,505.373802,503.841003,501.34259,498.05396,496.498057,495.797441,500.390784,496.046865,,,,,,,,,
LAK,,,,21945.392174,21911.086064,21886.152644,22072.363664,21931.566885,21886.837652,21881.059956,21944.527772,21878.151772,21847.279184,22014.637113,21940.121955,,,,,,,,,
LBP,,,,15913.46576,15905.30706,15887.207834,16041.439234,16072.600158,15887.440898,15883.244252,15863.659866,15864.359807,15841.97337,15956.371803,15902.356112,,,,,,,,,
LKR,,,,345.03805,344.467026,344.075045,347.702941,347.024266,345.319704,345.506736,346.513314,345.430819,344.943376,347.384771,346.916182,,,,,,,,,
LRD,,,,198.25101,198.25101,198.025027,199.517769,198.125568,197.602732,197.550083,197.820307,197.820307,197.540789,199.026178,198.344361,,,,,,,,,
LSL,,,,20.143482,20.143482,20.12028,20.271727,20.162037,20.954127,21.350242,21.379767,21.379767,21.348986,20.018248,19.930147,,,,,,,,,
LTL,,,,3.130389,3.130389,3.126826,3.150396,3.128416,3.120151,3.119328,3.123588,3.123588,3.119179,3.13421,3.1236,,,,,,,,,
LVL,,,,0.641283,0.641283,0.640552,0.645381,0.640879,0.639185,0.639017,0.63989,0.63989,0.638986,0.642065,0.639892,,,,,,,,,
LYD,,,,5.198794,5.183601,5.177702,5.223096,5.165062,5.16196,5.160586,5.18777,5.171563,5.164265,5.190283,5.17295,,,,,,,,,
MAD,,,,10.946233,10.89156,10.879166,11.016181,10.910157,10.842244,10.839377,10.902842,10.868782,10.853445,10.914938,10.878047,,,,,,,,,
MDL,,,,19.334788,19.30279,19.280825,19.437945,19.263201,19.13917,19.124104,19.215503,19.157382,19.130348,19.357716,19.196103,,,,,,,,,
MGA,,,,4786.640174,4793.706149,4788.251217,4817.23302,4788.922481,4778.384393,4777.122369,4801.117662,4786.595637,4779.8412,4797.789582,4781.550075,,,,,,,,,
MKD,,,,61.705149,61.598374,61.528279,61.61845,61.521445,61.535794,61.507315,61.578074,61.604796,61.522857,61.626491,61.607142,,,,,,,,,
MMK,,,,2225.984097,2222.300188,2219.771352,2239.71502,2225.195886,2219.018904,2218.850306,2223.559068,2216.612744,2213.484849,2227.475948,2221.029814,,,,,,,,,
MNT,,,,3673.892672,3670.036831,3657.157679,3685.84655,3667.443919,3656.656746,3655.750935,3664.86071,3665.260451,3644.683294,3660.728119,3665.447777,,,,,,,,,
MOP,,,,8.541134,8.526999,8.517295,8.597572,8.537955,8.514682,8.512567,8.528879,8.503082,8.491083,8.54509,8.522495,,,,,,,,,
MRO,,,,378.478314,378.478314,378.04763,380.8973,378.239889,377.240676,377.141046,377.656064,377.656064,377.123148,378.940295,377.65765,,,,,,,,,
MUR,,,,46.960701,46.969227,46.911457,47.335108,47.916151,46.915854,46.849246,46.963746,46.972972,46.903044,47.234638,46.804473,,,,,,,,,
MVR,,,,16.33049,16.33049,16.305659,16.429808,16.327291,16.282327,16.270839,16.295011,16.295011,16.297369,16.325304,16.270091,,,,,,,,,
MWK,,,,1223.429455,1223.269832,1221.877829,1231.248606,1216.83426,1200.93652,1200.646579,1209.487977,1205.698145,1203.996766,1212.715271,1208.609609,,,,,,,,,
MXN,,,,19.332198,19.332198,19.290077,19.362076,19.348272,19.382359,19.175257,19.163361,19.163361,19.130283,19.173227,19.106848,,,,,,,,,
MYR,,,,5.054335,5.054335,5.048582,5.086635,5.075229,5.05085,5.056337,5.054991,5.054991,5.047857,5.055197,5.03808,,,,,,,,,
MZN,,,,67.055311,67.055311,66.979007,67.483885,67.013069,66.836037,66.818386,66.909633,66.909633,66.815215,67.137161,66.909913,,,,,,,,,
NAD,,,,20.143478,20.143478,20.120513,20.272311,20.135754,21.346968,21.28961,21.37273,21.37273,21.345349,20.003865,19.930469,,,,,,,,,
NGN,,,,809.96555,809.96555,910.417653,918.091044,911.69774,864.282497,847.989114,840.999568,840.999568,839.812201,834.815535,832.54007,,,,,,,,,
NIO,,,,38.844803,38.719549,38.675489,39.092627,38.830654,38.706607,38.6963,38.757814,38.636736,38.582215,38.903144,38.770941,,,,,,,,,
NOK,,,,11.765714,11.765714,11.718534,11.820054,11.825665,11.842874,11.81958,11.869223,11.869223,11.809558,11.827486,11.820109,,,,,,,,,
NPR,,,,140.97432,140.741013,140.580859,141.929083,140.865585,140.620432,140.686949,140.987573,140.561126,140.362778,141.276882,140.866046,,,,,,,,,
NZD,,,,1.817217,1.817217,1.816779,1.823656,1.812205,1.824536,1.812549,1.820446,1.820446,1.818696,1.817644,1.821755,,,,,,,,,
OMR,,,,0.408089,0.408089,0.407624,0.410702,0.407843,0.406776,0.406619,0.407146,0.407224,0.406649,0.408603,0.407219,,,,,,,,,
PAB,,,,1.059969,1.058214,1.05701,1.066583,1.059566,1.056832,1.056634,1.058819,1.055511,1.054021,1.060631,1.057672,,,,,,,,,
PEN,,,,4.105489,4.096594,4.091933,4.131727,4.092302,4.07938,4.078302,4.09785,4.085455,4.07969,4.076533,4.041575,,,,,,,,,
PGK,,,,3.936866,3.929939,3.925467,3.962027,3.987572,3.988661,3.92924,3.985114,3.972664,3.967059,3.942788,3.929442,,,,,,,,,
PHP,,,,60.112392,60.112392,60.111773,60.469345,60.083493,60.073759,60.258611,60.30127,60.30127,60.216151,60.222346,60.097518,,,,,,,,,
PKR,,,,295.309039,291.54501,291.213251,297.19596,296.113361,296.033395,295.955406,293.792997,292.904356,292.491034,298.379652,297.367955,,,,,,,,,
PLN,,,,4.46386,4.463795,4.456305,4.459221,4.46333,4.47559,4.450713,4.469197,4.469122,4.463948,4.448517,4.456542,,,,,,,,,
PYG,,,,7866.899576,7853.88019,7844.942975,7923.223064,7894.139207,7844.410699,7847.971671,7888.980543,7864.335635,7853.238153,7902.880254,7903.752223,,,,,,,,,
QAR,,,,3.860097,3.860097,3.85565,3.884714,3.857639,3.847442,3.846411,3.851711,3.851711,3.846267,3.86476,3.851663,,,,,,,,,
RON,,,,4.97857,4.97857,4.973502,4.969703,4.964481,4.963096,4.966114,4.970928,4.970928,4.957228,4.964008,4.96689,,,,,,,,,
RSD,,,,117.261584,117.149381,117.016072,117.184079,117.185517,117.186693,117.1737,117.150103,117.170102,117.004761,117.182835,117.193482,,,,,,,,,
RUB,,,,101.193036,101.193036,101.077202,100.833113,99.041647,99.329522,98.934219,99.654375,99.654375,99.505029,98.243241,98.725239,,,,,,,,,
RWF,,,,1300.82105,1292.551133,1291.080292,1309.135048,1300.531337,1298.152365,1297.809517,1296.942383,1292.890779,1291.066361,1305.062514,1300.645111,,,,,,,,,
SAR,,,,3.976822,3.976822,3.972297,4.002312,3.974773,3.963852,3.962899,3.968478,3.96618,3.962861,3.982136,3.968204,,,,,,,,,
SBD,,,,8.910356,8.910356,8.900216,8.967305,8.908583,8.978203,8.916349,8.928525,8.928525,8.915925,8.95133,8.921031,,,,,,,,,
SCR,,,,15.292904,14.036511,14.020539,14.014441,14.180021,14.525909,13.462318,14.407719,13.680744,13.661439,14.175704,14.066067,,,,,,,,,
SDG,,,,637.117803,637.107617,634.796735,638.79018,636.664586,634.578675,634.245928,635.7746,635.7746,634.877412,637.408085,635.250637,,,,,,,,,
SEK,,,,11.636681,11.636681,11.627739,11.714566,11.786564,11.779076,11.777782,11.877363,11.877363,11.792129,11.832087,11.820008,,,,,,,,,
SGD,,,,1.456033,1.456033,1.453551,1.458299,1.449417,1.450206,1.445988,1.447898,1.447898,1.447345,1.448736,1.448748,,,,,,,,,
SHP,,,,1.289955,1.289955,1.288486,1.298199,1.289142,1.285736,1.285397,1.287152,1.287152,1.285336,1.291529,1.287157,,,,,,,,,
SLE,,,,24.055394,23.999228,23.969665,24.150282,23.913441,23.860295,23.919406,23.970504,24.094592,24.063213,24.17915,24.019316,,,,,,,,,
SLL,,,,20938.236501,20938.236501,20914.409236,21072.059369,20925.045937,20869.767101,20864.255742,20892.747875,20892.747875,20863.26533,20963.794279,20892.835124,,,,,,,,,
SOS,,,,604.827364,604.827364,604.117795,608.691161,604.443151,602.880718,602.682897,603.513368,603.513368,602.654339,605.56513,603.496518,,,,,,,,,
SRD,,,,40.676901,40.676901,40.630608,40.543494,40.28363,40.153413,40.323508,40.226741,40.226741,40.16997,40.335497,40.582348,,,,,,,,,
STD,,,,21943.251342,21943.251342,21918.281321,22083.498255,21929.42804,21871.496133,21865.719772,21895.579307,21895.579307,21864.682127,21970.035895,21895.671253,,,,,,,,,
SYP,,,,13784.215904,13784.144387,13768.391676,13872.195797,13775.349284,13738.882714,13735.450261,13754.096985,13753.655448,13734.128759,13800.48535,13754.411236,,,,,,,,,
SZL,,,,20.143471,20.199548,20.176562,20.271605,21.009517,20.954445,21.34495,20.020858,19.958314,19.93015,20.719334,19.93014,,,,,,,,,
THB,,,,38.675169,38.675169,38.694077,38.744821,38.322117,38.284829,38.274246,38.210317,38.210317,38.145978,38.127534,38.199329,,,,,,,,,
TJS,,,,11.633418,11.614165,11.600949,11.710816,11.634307,11.598637,11.553784,11.614051,11.578922,11.562583,11.598506,11.586437,,,,,,,,,
TMT,,,,3.710573,3.710573,3.706351,3.734289,3.718831,3.69844,3.708027,3.713091,3.713091,3.707851,3.715103,3.702528,,,,,,,,,
TND,,,,3.356744,3.356744,3.352924,3.378198,3.345358,3.356496,3.355604,3.360193,3.360193,3.355445,3.370657,3.359253,,,,,,,,,
TOP,,,,2.548369,2.548369,2.545469,2.56647,2.546446,2.539402,2.544859,2.548334,2.548334,2.544737,2.555145,2.541574,,,,,,,,,
TRY,,,,29.667665,29.667665,29.708945,29.96655,29.800976,29.749405,29.761094,29.767462,29.767462,29.861201,30.00482,29.945407,,,,,,,,,
TTD,,,,7.199976,7.18806,7.17988,7.247365,7.201059,7.185138,7.171095,7.194154,7.172394,7.162273,7.195561,7.175213,,,,,,,,,
TWD,,,,34.294503,34.294503,34.254108,34.401365,34.134839,34.232018,34.200377,34.358296,34.358296,34.309764,34.245283,34.293765,,,,,,,,,
TZS,,,,2651.470158,2644.58621,2648.452606,2668.416538,2649.799223,2642.799103,2642.101266,2643.594079,2639.876988,2636.151818,2652.583141,2644.662305,,,,,,,,,
UAH,,,,38.721549,38.657466,38.613476,38.997432,38.742712,38.600796,38.547072,38.552891,38.432453,38.378221,38.608781,38.337454,,,,,,,,,
UGX,,,,3978.512222,3971.927952,3967.408151,4002.828023,3978.850156,3976.693391,3977.629184,3995.144247,3982.663552,3977.043555,4000.567728,4002.955373,,,,,,,,,
USD,,,,1.060164,1.060164,1.058957,1.06694,1.059496,1.056697,1.056418,1.057861,1.057861,1.056368,1.061458,1.057865,,,,,,,,,
UYU,,,,42.299404,42.228602,42.180549,42.542619,42.262566,42.156944,42.133388,42.238394,42.106443,42.047026,42.315029,42.242941,,,,,,,,,
UZS,,,,12971.105124,12943.506468,12928.777583,13054.007459,12952.338943,12896.987299,12893.581366,12947.356751,12906.909647,12888.696513,12989.596031,12945.622663,,,,,,,,,
VEF,,,,3691091.157976,3690927.228389,3684020.129907,3710448.317817,3688421.916631,3690661.114762,3693065.158531,3700388.262643,3704106.427241,3698397.377312,3716107.390497,3711344.83804,,,,,,,,,
VES,,,,36.90945,36.90945,36.86745,37.272689,37.012621,36.967534,36.95777,37.008239,37.008239,36.956016,37.239888,37.113837,,,,,,,,,
VND,,,,26016.421009,26016.421009,25986.81598,26246.717342,26021.221705,25968.330788,25994.221394,26002.214378,26002.214378,25965.522263,26077.89821,25989.100256,,,,,,,,,
VUV,,,,130.428837,130.441024,129.33036,130.305319,130.494853,129.69333,129.796369,130.442243,130.226621,129.166446,129.789112,130.224133,,,,,,,,,
WST,,,,2.935624,2.972469,2.969602,2.991987,2.932839,2.911506,2.922839,2.974306,2.970007,2.957257,2.971637,2.970143,,,,,,,,,
XAF,,,,656.867088,655.780001,655.033765,659.719362,654.14859,655.48995,657.720814,657.957026,655.901591,654.976038,657.277751,651.064211,,,,,,,,,
XAG,,,,0.045368,0.045368,0.045781,0.046446,0.046172,0.046257,0.046249,0.045765,0.045765,0.045817,0.045589,0.046314,,,,,,,,,
XAU,,,,0.000535,0.000535,0.000537,0.000541,0.000537,0.000533,0.000532,0.000527,0.000527,0.000527,0.000532,0.000533,,,,,,,,,
XCD,,,,2.865146,2.865146,2.861886,2.883458,2.86334,2.855777,2.855022,2.858922,2.858922,2.854887,2.868643,2.858933,,,,,,,,,
XDR,,,,0.808921,0.807582,0.806663,0.813238,0.807966,0.805726,0.805661,0.807354,0.804832,0.803696,0.809531,0.807134,,,,,,,,,
XOF,,,,657.835486,655.780001,655.033765,662.024552,655.269601,654.095329,653.922719,657.957026,655.901591,654.976038,659.433385,656.9289,,,,,,,,,
XPF,,,,119.696311,119.696311,119.586389,120.455494,119.669761,119.726878,119.688688,119.859415,119.859415,119.684135,119.86513,119.4594,,,,,,,,,
YER,,,,265.385557,265.385557,265.083536,267.081692,265.244931,264.543877,264.474444,264.835794,264.835794,264.461962,265.603321,264.704298,,,,,,,,,
ZAR,,,,19.500702,19.500702,20.104836,20.231194,20.163906,20.220982,20.010356,19.940917,19.940917,19.882101,20.008747,19.718183,,,,,,,,,
ZMK,,,,9542.750699,9542.750699,9531.890794,9603.742945,9536.738664,9511.540672,9509.025609,9522.018935,9522.018935,9508.582231,9554.403539,9522.05635,,,,,,,,,
ZMW,,,,22.90127,22.862829,22.836813,23.116944,22.987799,23.064949,23.164682,23.265412,23.195041,23.16231,23.361944,23.294382,,,,,,,,,
ZWL,,,,341.372329,341.372329,340.983869,343.554158,341.157279,340.256029,340.166166,340.630692,340.630692,340.150023,341.789018,340.632123,,,,,,,,,
AED,,,,3.893987,3.894026,3.889556,3.918855,3.891543,3.881257,3.88023,3.885566,3.885566,3.879997,3.89873,3.885554,3.937413,,,,,,,,
AFN,,,,79.51268,79.788465,79.69767,80.550898,79.462267,78.728365,79.755223,78.81484,77.443458,77.334176,77.858124,79.339586,79.860515,,,,,,,,
ALL,,,,105.820299,105.691473,105.571203,106.496618,105.764187,105.879465,105.849748,106.061874,105.741067,105.591854,105.482384,105.125356,104.678909,,,,,,,,
AMD,,,,425.613809,425.18524,424.701406,429.134255,426.299039,425.282111,425.187088,425.842225,424.864108,424.264576,426.95391,425.411051,431.200832,,,,,,,,
ANG,,,,1.910347,1.907185,1.905015,1.922171,1.909712,1.904676,1.90417,1.908111,1.902339,1.899655,1.911668,1.906111,1.932173,,,,,,,,
AOA,,,,879.410138,879.410138,878.408882,885.024012,878.322063,875.471044,875.243248,875.362859,875.362859,874.127613,882.071537,879.086205,891.354108,,,,,,,,
ARS,,,,370.490702,370.490702,370.602068,373.439792,370.793649,369.876073,369.568351,369.752664,369.233508,369.256965,371.487272,370.228126,375.219339,,,,,,,,
AUD,,,,1.679069,1.679069,1.675541,1.683773,1.666136,1.678629,1.667853,1.669867,1.669867,1.666352,1.666601,1.6691,1.65197,,,,,,,,
AWG,,,,1.908295,1.908295,1.906123,1.923159,1.907093,1.904696,1.901552,1.906794,1.906794,1.904103,1.910624,1.904157,1.929571,,,,,,,,
AZN,,,,1.806487,1.806487,1.798699,1.819332,1.793138,1.797558,1.793528,1.802563,1.802563,1.798118,1.796579,1.797318,1.818021,,,,,,,,
BAM,,,,1.958514,1.955272,1.953047,1.967018,1.950381,1.954749,1.961059,1.961763,1.955635,1.952875,1.959507,1.94123,1.950358,,,,,,,,
BBD,,,,2.140265,2.136723,2.134292,2.153481,2.139405,2.133762,2.133321,2.137899,2.13122,2.128213,2.141603,2.135472,2.16476,,,,,,,,
BDT,,,,116.87303,116.678508,116.545735,117.590616,116.825379,116.512419,116.489082,116.734845,116.370169,116.205958,116.943888,116.60481,118.210155,,,,,,,,
BGN,,,,1.958107,1.959222,1.956993,1.956181,1.958387,1.955983,1.95609,1.957787,1.958259,1.952875,1.957691,1.956013,1.956157,,,,,,,,
BHD,,,,0.399624,0.398892,0.398438,0.402241,0.399451,0.398435,0.398294,0.398756,0.397966,0.397405,0.400303,0.398849,0.40415,,,,,,,,
BIF,,,,3019.34666,3003.389367,2999.971701,3038.644349,2591.527211,3007.359895,3008.678474,3010.671364,2996.846832,2992.617936,3020.909244,3004.18607,3054.081891,,,,,,,,
BMD,,,,1.060164,1.060164,1.058957,1.06694,1.059496,1.056697,1.056418,1.057861,1.057861,1.056368,1.061458,1.057865,1.071984,,,,,,,,
BND,,,,1.454716,1.452308,1.450655,1.463949,1.448994,1.447768,1.449186,1.45081,1.446278,1.444237,1.449212,1.444842,1.446164,,,,,,,,
BOB,,,,7.324321,7.312026,7.303706,7.370066,7.321552,7.302868,7.300439,7.315511,7.293384,7.283092,7.329659,7.308216,7.408397,,,,,,,,
BRL,,,,5.337399,5.337006,5.329518,5.34942,5.289535,5.279466,5.26815,5.305281,5.304153,5.256128,5.357815,5.326985,5.237284,,,,,,,,
BSD,,,,1.059969,1.058214,1.05701,1.066482,1.059531,1.056647,1.056634,1.058819,1.055511,1.054021,1.060721,1.057662,1.072108,,,,,,,,
BTC,,,,3.5732129e-05,3.5445111e-05,3.5323333e-05,3.238252e-05,3.1265424e-05,3.062473e-05,3.0912285e-05,3.1195804e-05,3.1024698e-05,3.0570817e-05,3.0766188e-05,3.0509551e-05,3.0588456e-05,,,,,,,,
BTN,,,,88.108775,87.962958,87.862862,88.7054,88.040287,87.88777,87.928734,88.117108,87.850579,87.726611,88.298176,88.042254,89.203951,,,,,,,,
BWP,,,,14.580201,14.556071,14.539507,14.670666,14.56539,14.55463,14.563054,14.52415,14.478777,14.458346,14.490117,14.418778,14.390838,,,,,,,,
BYN,,,,3.491738,3.485959,3.481992,3.513839,3.490451,3.481319,3.481035,3.487902,3.477006,3.4721,3.494538,3.483951,3.532097,,,,,,,,
BYR,,,,20779.211563,20779.211563,20755.566145,20912.018695,20766.121556,20711.262806,20705.792868,20734.068422,20734.068422,20704.810267,20804.575257,20734.155491,21010.882788,,,,,,,,
BZD,,,,2.13666,2.133124,2.130697,2.149861,2.135885,2.129982,2.129711,2.134288,2.12762,2.124618,2.137996,2.131899,2.161019,,,,,,,,
CAD,,,,1.455658,1.455658,1.451354,1.460539,1.455975,1.458617,1.4596,1.468364,1.468364,1.464723,1.467906,1.468015,1.468409,,,,,,,,
CDF,,,,2708.719034,2708.719034,2705.636173,2686.554134,2738.797223,2726.278082,2725.558865,2747.797143,2747.797143,2743.915324,2773.056062,2776.895917,2804.309386,,,,,,,,
CHF,,,,0.946769,0.94674,0.946073,0.950434,0.946273,0.947756,0.949603,0.954561,0.954151,0.953008,0.957578,0.962531,0.964147,,,,,,,,
CLF,,,,0.036237,0.036237,0.036253,0.036076,0.035575,0.035404,0.0356,0.035499,0.035719,0.035668,0.034908,0.034352,0.034258,,,,,,,,
CLP,,,,999.883358,994.581556,1000.322966,995.433278,981.612476,976.89513,982.299336,979.526472,985.586739,984.195963,963.209469,947.879161,945.280623,,,,,,,,
CNY,,,,7.757329,7.757262,7.747758,7.804765,7.744634,7.731538,7.728651,7.740688,7.740159,7.572785,7.762545,7.739864,7.792892,,,,,,,,
COP,,,,4487.143517,4516.580947,4485.743785,4495.603897,4466.315973,4424.390682,4372.250012,4346.220414,4368.530954,4362.366455,4311.376712,4352.585855,4265.423603,,,,,,,,
CRC,,,,562.679592,561.748381,561.109147,566.231859,562.741631,561.698117,560.9938,562.153008,560.452654,559.661791,563.139545,561.590231,570.966869,,,,,,,,
CUC,,,,1.060164,1.060164,1.058957,1.06694,1.059496,1.056697,1.056418,1.057861,1.057861,1.056368,1.061458,1.057865,1.071984,,,,,,,,
CUP,,,,28.094342,28.094342,28.062373,28.273903,28.076644,28.002473,27.995077,28.033307,28.033307,27.993749,28.128635,28.033425,28.407571,,,,,,,,
CVE,,,,110.866678,110.235247,110.109806,110.561573,109.790303,110.556951,110.527692,110.625819,110.255686,110.100102,110.932736,110.917262,110.682383,,,,,,,,
CZK,,,,24.633018,24.633018,24.623836,24.617072,24.60913,24.698709,24.655422,24.668785,24.668785,24.643267,24.549184,24.569658,24.551544,,,,,,,,
DJF,,,,188.412738,188.419145,188.204736,189.61672,188.293068,187.795872,187.746281,188.003408,187.934124,187.668927,188.642207,188.003287,190.512722,,,,,,,,
DKK,,,,7.468647,7.468647,7.461446,7.463254,7.464388,7.46341,7.464101,7.473828,7.473828,7.464005,7.464873,7.463768,7.459506,,,,,,,,
DOP,,,,60.228325,60.183756,60.115271,60.7621,60.283688,60.179062,60.163458,60.196381,60.024929,59.940227,60.407145,60.203079,61.003313,,,,,,,,
DZD,,,,145.82028,145.82028,145.654327,146.465063,145.116203,144.713902,144.572936,144.146964,144.173753,143.970214,144.415582,143.740163,144.521041,,,,,,,,
EGP,,,,32.721168,32.721168,32.724013,32.966088,32.762476,32.642532,32.643628,32.641243,32.615245,32.617008,32.798944,32.713205,33.121043,,,,,,,,
ERN,,,,15.902458,15.902458,15.884362,16.004096,15.89244,15.850456,15.84627,15.86791,15.86791,15.845518,15.921869,15.867976,16.079757,,,,,,,,
ETB,,,,58.786501,58.65017,58.58343,59.161302,58.803318,58.645294,58.636024,59.138196,58.959319,58.876121,58.857961,58.658626,59.559469,,,,,,,,
EUR,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
FJD,,,,2.426083,2.426083,2.423319,2.43545,2.417929,2.423165,2.415869,2.419698,2.419698,2.416283,2.421289,2.420822,2.420486,,,,,,,,
FKP,,,,0.873115,0.872514,0.871464,0.877466,0.86605,0.86856,0.870283,0.873269,0.870784,0.871354,0.875482,0.87026,0.866129,,,,,,,,
GBP,,,,0.872491,0.872491,0.870622,0.870996,0.871208,0.873085,0.870462,0.872606,0.872247,0.872,0.872529,0.870607,0.868377,,,,,,,,
GEL,,,,2.857184,2.857184,2.853863,2.875401,2.855335,2.847818,2.84707,2.850977,2.850977,2.846881,2.87127,2.861518,2.899747,,,,,,,,
GGP,,,,0.873115,0.872514,0.871464,0.877466,0.86605,0.86856,0.870283,0.873269,0.870784,0.871354,0.875482,0.87026,0.866129,,,,,,,,
GHS,,,,12.47287,12.455638,12.441464,12.605854,12.528503,12.511417,12.508235,12.592623,12.560939,12.543214,12.628716,12.565214,12.799149,,,,,,,,
GIP,,,,0.873115,0.872514,0.871464,0.877466,0.86605,0.86856,0.870283,0.873269,0.870784,0.871354,0.875482,0.87026,0.866129,,,,,,,,
GMD,,,,69.573295,69.573295,69.494089,70.017961,69.92667,69.689034,69.670911,69.293948,69.293948,69.19549,69.790906,68.974712,72.090643,,,,,,,,
GNF,,,,9170.417725,9090.546406,9080.201943,9229.028941,9169.937663,9140.430038,9138.015454,9155.784161,9069.233847,9056.436115,9181.611287,9150.533143,9278.019818,,,,,,,,
GTQ,,,,8.310514,8.296761,8.287319,8.361726,8.306996,8.285547,8.283056,8.300407,8.275301,8.263624,8.315828,8.291843,8.404959,,,,,,,,
GYD,,,,221.997577,221.630181,221.37798,223.314604,221.678794,221.104891,221.048603,221.695997,221.00133,220.689472,221.905904,221.273391,224.316177,,,,,,,,
HKD,,,,8.294987,8.294987,8.286988,8.34772,8.28929,8.265495,8.261664,8.273476,8.27337,8.262899,8.301397,8.27726,8.383932,,,,,,,,
HNL,,,,26.207662,26.117951,26.08823,26.3751,26.190626,26.116262,26.109336,26.14347,26.061798,26.025022,26.270697,26.182231,26.515561,,,,,,,,
HRK,,,,7.600269,7.600269,7.59162,7.648845,7.595481,7.575416,7.573415,7.583757,7.583757,7.573056,7.609546,7.583789,7.685006,,,,,,,,
HTG,,,,141.506056,141.27187,141.111111,142.382001,141.453608,141.069485,141.05493,141.349668,140.908096,140.709259,140.841684,140.445868,142.382744,,,,,,,,
HUF,,,,382.38031,382.38031,382.135624,381.761622,383.262449,384.712229,382.888497,384.173078,384.173078,383.767809,382.782866,382.365535,379.450332,,,,,,,,
IDR,,,,16834.076817,16834.076817,16810.94962,16973.410685,16818.439468,16823.674241,16825.569541,16831.303186,16831.303186,16807.552281,16824.108052,16761.819237,16698.291897,,,,,,,,
ILS,,,,4.303979,4.303979,4.299018,4.335867,4.300134,4.294861,4.308173,4.289668,4.289668,4.282748,4.289431,4.281264,4.173469,,,,,,,,
IMP,,,,0.873115,0.872514,0.871464,0.877466,0.86605,0.86856,0.870283,0.873269,0.870784,0.871354,0.875482,0.87026,0.866129,,,,,,,,
INR,,,,88.247669,88.247669,88.062955,88.587632,87.955758,87.886817,87.981396,88.240017,88.240017,88.1155,88.415995,88.096306,89.213762,,,,,,,,
IQD,,,,1388.81465,1386.325822,1384.748272,1397.691045,1387.939757,1384.273177,1383.907585,1387.016185,1382.683193,1380.732068,1390.509877,1385.80325,1404.298799,,,,,,,,
IRR,,,,44791.923259,44791.923259,44740.952344,45078.203751,44776.948701,44645.451986,44633.660415,44707.839074,44707.839074,44644.74155,44866.92448,44681.573335,45267.197937,,,,,,,,
ISK,,,,147.066339,147.066339,146.898283,147.088463,147.100662,147.504041,147.507528,147.275766,147.275766,147.067413,147.096921,147.498029,150.538284,,,,,,,,
JEP,,,,0.873115,0.872514,0.871464,0.877466,0.86605,0.86856,0.870283,0.873269,0.870784,0.871354,0.875482,0.87026,0.866129,,,,,,,,
JMD,,,,164.317662,164.045723,163.859049,164.991717,164.025773,163.553465,163.837814,163.791628,163.296205,163.065775,163.879303,163.40509,165.636232,,,,,,,,
JOD,,,,0.751979,0.751979,0.75112,0.756774,0.751501,0.749518,0.749319,0.750345,0.750345,0.749281,0.752897,0.750347,0.760358,,,,,,,,
JPY,,,,158.870896,158.870896,158.721841,159.801955,158.775043,158.609215,158.850387,158.312551,158.312551,158.163092,158.280378,160.055519,160.787387,,,,,,,,
KES,,,,159.024951,156.327806,158.631031,160.040462,159.139208,158.82737,158.799639,159.212049,156.086814,155.866558,159.857464,159.31965,162.186644,,,,,,,,
KGS,,,,94.694243,94.694243,94.586061,95.299132,94.6341,94.384365,94.359337,94.488519,94.488519,94.355144,94.809228,94.487662,95.749389,,,,,,,,
